index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex
8104,11-May-2020,Héroes en el silencio: micros radiales orientados a difundir información sobre programas sociales en pro de garantizar los derechos de los niños,"Araujo Salas, Valerie Gabriela; Barbar Coelho, Ricardo David",1.27 MB,http://saber.ucv.ve/handle/10872/20636,http://saber.ucv.ve/bitstream/10872/20636/1/Completo.pdf,,thesis_pdf_all/8104.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8103,11-May-2020,"Estrategia de comunicación : EMPRERED : Diseño de un plan estratégico de comunicación en redes sociales para el programa de formación de competencias para emprender, Emprered, perteneciente a la Asociación Civil Banauge","Botello Nuñez, Gabrela Andrea; Marcano Prado, Luis Anibal",1.89 MB,http://saber.ucv.ve/handle/10872/20637,http://saber.ucv.ve/bitstream/10872/20637/1/completo.pdf.pdf,,thesis_pdf_all/8103.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8102,8-May-2020,¿Qué es el EDM? : producción de una serie de micros radiofónicos informativos sobre el movimiento de música electrónica EDM (Electronic Dance Music),"Acosta Pérez, Sarah Esmeralda",927.57 kB,http://saber.ucv.ve/handle/10872/20635,http://saber.ucv.ve/bitstream/10872/20635/1/Tesis%20def.pdf,,thesis_pdf_all/8102.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8101,13-Mar-2020,Revista EMIGRAR : Diseño de una revista e-zine sobre la emigración en Venezuela,"Rodriguez Pèrez, Manuel Alejandro",3.54 MB,http://saber.ucv.ve/handle/10872/20627,http://saber.ucv.ve/bitstream/10872/20627/1/Completo.pdf,,thesis_pdf_all/8101.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8100,13-Mar-2020,"Alcances y limitaciones del periodismo de investigación publicado en medios digitales venezolanos. Casos: armando.info, el pitazo y runrun.es (2016-2017)","Díaz, Elvianys Andrea",2.49 MB,http://saber.ucv.ve/handle/10872/20623,http://saber.ucv.ve/bitstream/10872/20623/1/Completo%203.pdf,,thesis_pdf_all/8100.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8098,13-Mar-2020,"Docencia en crisis: Perfil periodìstico del profesor de la UCV Rubén Peña, en el contexto de una academia en crisis","Briceño Sanz, Juan Alejandro",929.29 kB,http://saber.ucv.ve/handle/10872/20625,http://saber.ucv.ve/bitstream/10872/20625/1/Docencia%20en%20crisis.pdf,,thesis_pdf_all/8098.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8097,13-Mar-2020,El ultimo español de la Candelaria: Crónica en cómic sobre la transformación urbana y social de la parroquia La Candelaria de Caracas de 1950-2018,"Avendaño Rojas, Shari Soraya",580.67 kB,http://saber.ucv.ve/handle/10872/20622,http://saber.ucv.ve/bitstream/10872/20622/1/ARCHIVO%20DEL%20TRABAJO%20DE%20LICENCIATURA%20%28TEXTO%20COMPLETO%29.pdf,,thesis_pdf_all/8097.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8096,13-Mar-2020,Talento de casa: Programa radiofónico para proyectar a los artistas musicales emergentes del Estado Yaracuy,"Fernández Rojas, Jeylin Nairelys",587.74 kB,http://saber.ucv.ve/handle/10872/20621,http://saber.ucv.ve/bitstream/10872/20621/1/Completo.pdf,,thesis_pdf_all/8096.pdf,True,True,False,escuela de comunicacion social,Escuela de Comunicación Social
8094,12-Mar-2020,Comportamiento de la Industria de Productos Lácteos en Venezuela período 1997 – 2014,"Aguilera S., Carlos R.",3.08 MB,http://saber.ucv.ve/handle/10872/20618,http://saber.ucv.ve/bitstream/10872/20618/1/Comportamiento%20de%20la%20Industria%20de%20Productos%20L%c3%a1cteos%20en%20Venezuela%20periodo%201997-20014.pdf,,thesis_pdf_all/8094.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8120,30-Sep-2020,Diseño de un equipo para hacer autónomo el sistema de control de encendido y apagado de circuitos eléctricos en edificaciones,"Kenyery S., Jonathan",6.02 MB,http://saber.ucv.ve/handle/10872/20761,http://saber.ucv.ve/bitstream/10872/20761/1/TEG%20-%20Jonathan%20Kenyery%20%282017%29.pdf,,thesis_pdf_all/8120.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8121,30-Sep-2020,"Estudio de interconexión de una planta de generación de 50 MW con tecnología solar térmica de concentración, en el sistema eléctrico del Municipio Cruz Salmerón Acosta, del estado Sucre","Nuñez A., Pablo A.",1.95 MB,http://saber.ucv.ve/handle/10872/20762,http://saber.ucv.ve/bitstream/10872/20762/1/Trabajo%20de%20Grado%20Pablo%20Nu%c3%b1ez.pdf,,thesis_pdf_all/8121.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8122,30-Sep-2020,Caracterización de la máquina eléctrica generalizada modelo CG3824 fabricada por la Associated Electrical Industries Ltd (A.E.I.),"Delgado B., Héctor J.",2.8 MB,http://saber.ucv.ve/handle/10872/20763,http://saber.ucv.ve/bitstream/10872/20763/1/TEG.%20HECTOR%20DELGADO.pdf,,thesis_pdf_all/8122.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8147,21-Oct-2020,"Evaluación del consumo hídrico durante el desarrollo de la planta, en cuatro genotipos de albahaca (Ocimum spp.)","Pardiña M., Antonio A.",726.88 kB,http://saber.ucv.ve/handle/10872/20797,http://saber.ucv.ve/bitstream/10872/20797/1/TG%20albahaca%20PARA%20IMPRIMIR.pdf,,thesis_pdf_all/8147.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8143,8-Oct-2020,Producción de Anturio (AnthuriumandreanumLind.) en macetas bajo dos condiciones ambientales,"Sevilla, David",1.1 MB,http://saber.ucv.ve/handle/10872/20791,http://saber.ucv.ve/bitstream/10872/20791/1/Tesis%20Sevilla%20David.pdf,,thesis_pdf_all/8143.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8142,5-Oct-2020,"Estructura de costos de un sistema bovino de producción de leche en el Municipio Muñoz, Estado Apure.","De Freitas De Jesús., Jessica P.",1.55 MB,http://saber.ucv.ve/handle/10872/20781,http://saber.ucv.ve/bitstream/10872/20781/1/Tesis%20de%20Grado_%20Jessica%20De%20Freitas_2016.pdf,,thesis_pdf_all/8142.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8140,5-Oct-2020,Diagnóstico de la gestión de logística de los productos congelados y frescos en un centro de almacenamiento nacional de alimentos,"Aquino G., María V.",3.38 MB,http://saber.ucv.ve/handle/10872/20786,http://saber.ucv.ve/bitstream/10872/20786/1/tesis%20maria%20aquino%20pdf.pdf,,thesis_pdf_all/8140.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8139,5-Oct-2020,"Efecto de silaje de maíz (Zea mays L.) y de sorgo (Sorghum spp.) con y sin grano molido de soya (Glycine max (L.) Merr.) sobre la producción láctea de vacas doble propósito en El Socorro, Guárico","Risso, Juan M.",1.14 MB,http://saber.ucv.ve/handle/10872/20785,http://saber.ucv.ve/bitstream/10872/20785/1/Tesis%20final%2030%2005%2016.pdf,,thesis_pdf_all/8139.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8138,5-Oct-2020,"Desarrollo de un jardin paisajistico en el laboratorio seccion de porcinos en la Facultad de Agronomia-UCV, Campus Maracay","Torres, Roberto",2.47 MB,http://saber.ucv.ve/handle/10872/20784,http://saber.ucv.ve/bitstream/10872/20784/1/Robert.pdf,,thesis_pdf_all/8138.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8123,30-Sep-2020,Estudio de estabilidad de voltaje del sistema eléctrico de la región capital en red de transmisión de 230 kV mediante análisis modal,"Rivas, Jesús",4.32 MB,http://saber.ucv.ve/handle/10872/20764,http://saber.ucv.ve/bitstream/10872/20764/1/Trabajo%20Especial%20de%20Grado.pdf,,thesis_pdf_all/8123.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8135,2-Oct-2020,Evaluación de algunas características morfofisiológicas y viabilidad de semillas de dos accesiones de paja americana,"Gómez, Carmen",2.18 MB,http://saber.ucv.ve/handle/10872/20775,http://saber.ucv.ve/bitstream/10872/20775/1/AO%20carmen%20g%c3%b3mez%20definitiva%281%29.pdf,,thesis_pdf_all/8135.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8134,2-Oct-2020,"Respuesta de aedes aegypti (linnaeus, 1762) (diptera: culicidae) al insecticida malation en el Municipio Diego Ibarra, estado. Carabobo.","Hurtado L., Rebeca M.",673.67 kB,http://saber.ucv.ve/handle/10872/20776,http://saber.ucv.ve/bitstream/10872/20776/1/Tesis_final_REBECA_HURTADO.PDF,,thesis_pdf_all/8134.pdf,True,True,False,escuela de agronomia,Escuela de Agronomía
8128,1-Oct-2020,Diseño e implementación de un instrumento para la detección de desplazamientos estructurales permanentes o derivas mediante uso de cámara y procesamiento de imágenes.,"Suárez C., Daniel A.",1.39 MB,http://saber.ucv.ve/handle/10872/20770,http://saber.ucv.ve/bitstream/10872/20770/1/TEG.pdf,,thesis_pdf_all/8128.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8127,1-Oct-2020,Diseño del sistema eléctrico para la estación Ayacucho de la línea 1 del Metro de los Teques,"Borjas M., Vicente R.",2.38 MB,http://saber.ucv.ve/handle/10872/20768,http://saber.ucv.ve/bitstream/10872/20768/1/Trabajo%20Especial%20de%20Grado.pdf,,thesis_pdf_all/8127.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8126,1-Oct-2020,"Diseño de un sistema para el desplazamiento, control y monitoreo de una cámara de televisión","Barillas M., Alejandro J.",6.22 MB,http://saber.ucv.ve/handle/10872/20769,http://saber.ucv.ve/bitstream/10872/20769/1/TESISBARILLAS.pdf,,thesis_pdf_all/8126.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8125,30-Sep-2020,Proyecto de las instalaciones eléctricas para la nueva sede de Polimallas C.A.,"Saade K., Simón E.",15.75 MB,http://saber.ucv.ve/handle/10872/20767,http://saber.ucv.ve/bitstream/10872/20767/1/TEG%20Sim%c3%b3n%20Saade.pdf,,thesis_pdf_all/8125.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
8124,30-Sep-2020,Detección de fallas del sistema Biométrico de reconocimiento de huellas dactilar de la empresa Conviasa,"Lara L., Juana S.",3.58 MB,http://saber.ucv.ve/handle/10872/20765,http://saber.ucv.ve/bitstream/10872/20765/1/TEGJL201720.pdf,,thesis_pdf_all/8124.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
7969,12-Dec-2019,Inicio del Trabajo Social en el marco de la política de salud periodo 1940-1945 caso Hospital Vargas,"Briceño, Nelvit K.; Campos, Lilibeth; Canchica, Isabel T.; Duerto, Paulina R.",2.14 MB,http://saber.ucv.ve/handle/10872/20420,http://saber.ucv.ve/bitstream/10872/20420/1/TEG%20Brice%c3%b1o%20Nelvit.pdf,,thesis_pdf_all/7969.pdf,True,True,False,escuela de trabajo social,Escuela de Trabajo Social
7968,10-Dec-2019,Organogénesis in vitro en ananas comosus (L.) Merr. ecotipo gobernadora. Indicadores morfo-anatómicos foliares y bioquímicos fotosintéticos,"Andrade Briceño, Mariana Gabriela",1.86 MB,http://saber.ucv.ve/handle/10872/20413,http://saber.ucv.ve/bitstream/10872/20413/1/T.E.G.%20Andrade%20B.%2c%20Mariana..pdf,,thesis_pdf_all/7968.pdf,True,True,False,escuela de biologia,Escuela de Biología
7967,10-Dec-2019,Efecto de la aplicación foliar de nanofertilizantes sobre la capacidad fotosintética de dos clones de cacao (Theobroma cacao L.),"Gómez Vera, Pedro Pablo",1.23 MB,http://saber.ucv.ve/handle/10872/20412,http://saber.ucv.ve/bitstream/10872/20412/1/Escuela%20de%20Biolog%c3%ada-%20Efecto%20de%20la%20aplicaci%c3%b3n%20foliar%20de%20nanofertilizantes%20sobre%20la%20capacidad%20fotosint%c3%a9tica%20de%20dos%20clones%20de%20cacao%20%28Theobroma%20cacao%20L.%29-%20Pedro%20Pablo%20G%c3%b3mez%20C.I.%2024171724.pdf,,thesis_pdf_all/7967.pdf,True,True,False,escuela de biologia,Escuela de Biología
7776,9-Oct-2019,Los significados de la maternidad para un grupo de adolescentes embarazadas y solteras.,"Silva, Andrihuzka",1.39 MB,http://saber.ucv.ve/handle/10872/20140,http://saber.ucv.ve/bitstream/10872/20140/1/TEG.%20Silva%2c%20A.%20Word..pdf,,thesis_pdf_all/7776.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7811,17-Oct-2019,Resiliencia: Un análisis conceptual.,"Guerrero, Dhana",738.51 kB,http://saber.ucv.ve/handle/10872/20197,http://saber.ucv.ve/bitstream/10872/20197/1/CLI19-1TEG%20GUERRERO%2c%20D.pdf,,thesis_pdf_all/7811.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7810,17-Oct-2019,Caracterización de la máquina eléctrica generalizada modelo CG3824 fabricada por la Associated Electrical Industries Ltd (A.E.I.),"Delgado B., Héctor J.",2.8 MB,http://saber.ucv.ve/handle/10872/20195,http://saber.ucv.ve/bitstream/10872/20195/1/TEG.%20HECTOR%20DELGADO.pdf,,thesis_pdf_all/7810.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
7809,11-Oct-2019,Desempeño laboral del psicólogo (a) en el Centro Ambulatorio Especializado de Prevención y Atención Integral (CEPAI) de la Fundación José Félix Ribas Distrito Capital.,"Niño, Fálida Yajaira",1.87 MB,http://saber.ucv.ve/handle/10872/20173,http://saber.ucv.ve/bitstream/10872/20173/1/TESIS%20DE%20PSICOLOGIA%20PDF.pdf,,thesis_pdf_all/7809.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7808,11-Oct-2019,Adaptación psicométrica del Cumanes en estudiantes de primera etapa de educación básica.,"Vergara, Claudia",6.71 MB,http://saber.ucv.ve/handle/10872/20172,http://saber.ucv.ve/bitstream/10872/20172/1/ADAPTACI%c3%93N%20PSICOM%c3%89TRICA%20DEL%20CUMANES%20EN%20ESTUDIANTES%20DE%20PRIMERA%20ETAPA%20DE%20EDUCACI%c3%93N%20B%c3%81SICA%20CA.pdf,,thesis_pdf_all/7808.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7807,11-Oct-2019,Competencias generales en cargos directivos de  bancos microfinancieros públicos en Venezuela. Caso: Banco del pueblo soberano.,"Santiago, Harrinson; Guevara, René",1.91 MB,http://saber.ucv.ve/handle/10872/20171,http://saber.ucv.ve/bitstream/10872/20171/1/Tesis%20Harrinson%20Santiago%20y%20Rene%20Guevara.pdf,,thesis_pdf_all/7807.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7806,11-Oct-2019,Relación entre condiciones y medio ambiente de trabajo y bienestar laboral general en una muestra multiocupacional venezolana.,"Báez, Jorfelix; Guillén, Rosemary",463.12 kB,http://saber.ucv.ve/handle/10872/20170,http://saber.ucv.ve/bitstream/10872/20170/1/Ind%202015-2%20B%c3%a1ez%20y%20Guill%c3%a9n.pdf,,thesis_pdf_all/7806.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7805,11-Oct-2019,Funcionalidad familiar y apoyo social en drogodependientes.,"Escalona, Blanmyll; Saavedra, Alexander",1.21 MB,http://saber.ucv.ve/handle/10872/20169,http://saber.ucv.ve/bitstream/10872/20169/1/Tesis%20Funcionalidad%20Familiar%20y%20Apoyo%20Social%20en%20Drogodependie.pdf,,thesis_pdf_all/7805.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7804,11-Oct-2019,Diseño y validación de un taller de empatia dirigido a los estudiantes de la mención asesoramiento psicológico y orientación de la UCV,"Sandoval, Clara",917.83 kB,http://saber.ucv.ve/handle/10872/20168,http://saber.ucv.ve/bitstream/10872/20168/1/Dise%c3%b1o%20y%20Validacion%20de%20un%20Taller%20de%20Empatia%20Dirigido%20a%20Estud.pdf,,thesis_pdf_all/7804.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7803,11-Oct-2019,Estudio exploratorio de la violencia en el noviazgo en parejas de jóvenes estudiantes de la Universidad Central de Venezuela.,"Campos, Luz; Aponte, Vanesa",1.85 MB,http://saber.ucv.ve/handle/10872/20167,http://saber.ucv.ve/bitstream/10872/20167/1/TESIS_FINAL.pdf,,thesis_pdf_all/7803.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7802,11-Oct-2019,"Características de las funciones ejecutivas en sujetos drogodependientes, comunidad terapéutica socialista del Junquito, año 2010.","Cedeño, Antonio",3.01 MB,http://saber.ucv.ve/handle/10872/20166,http://saber.ucv.ve/bitstream/10872/20166/1/Caracterizaci%c3%b3n%20de%20las%20funciones%20ejecutivas%20en%20sujetos%20drogo.pdf,,thesis_pdf_all/7802.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7801,11-Oct-2019,Variables psicosociales y cognitivas que intervienen en la respuesta de ansiedad y la percepción de dolor  en pacientes que asisten  a consulta odontológica.,"Ortiz, Elizabeth; Ramírez, Rossana",2.12 MB,http://saber.ucv.ve/handle/10872/20165,http://saber.ucv.ve/bitstream/10872/20165/1/Variables%20psicosociales%20y%20cognitivas%20que%20intervienen%20en%20la%20respuesta%20de%20ansiedad%20y%20dolor%20en%20pacie_0.pdf,,thesis_pdf_all/7801.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7800,11-Oct-2019,"Caracterización de  las relaciones trabajo familia en una muestra de mujeres gerentes de una  empresa de consultaría de ingeniería, procura y construcción del Area Metropolitana de Caracas.","Rosales, Maury; Salazar, Manuel",37.23 kB,http://saber.ucv.ve/handle/10872/20164,http://saber.ucv.ve/bitstream/10872/20164/1/TESIS_18_DE_Noviembre_2010%20primera%20parte.pdf,,thesis_pdf_all/7800.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7799,11-Oct-2019,Diseño y validación de un programa cognitivo-conductual para el tratamiento del sobrepeso y la obesidad en adolescentes.,"Díaz, Rosemarye; Goncalves, María",1.45 MB,http://saber.ucv.ve/handle/10872/20163,http://saber.ucv.ve/bitstream/10872/20163/1/Tesis.pdf,,thesis_pdf_all/7799.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7798,11-Oct-2019,Comunicación asertiva de adolescentes con experiencia de calle.,"Bolívar, María de los A.; García, María F.",7.12 MB,http://saber.ucv.ve/handle/10872/20162,http://saber.ucv.ve/bitstream/10872/20162/1/PDF%2bMar%c3%ada...pdf,,thesis_pdf_all/7798.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7796,11-Oct-2019,Efectos del juego sobre la conducta cooperativa en niños escolares.,"Pereira, Julio; Pernia, Osmely",1.36 MB,http://saber.ucv.ve/handle/10872/20160,http://saber.ucv.ve/bitstream/10872/20160/1/Tesis%20Completa%20Versin%20PDF.pdf,,thesis_pdf_all/7796.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7795,11-Oct-2019,Personalidad y motivación a la creación y al uso sostenido de una cuenta en facebook en estudiantes universitarios.,"Alonzo, Sylvia; Angelini, María",1.74 MB,http://saber.ucv.ve/handle/10872/20159,http://saber.ucv.ve/bitstream/10872/20159/1/personalidad%20y%20motivacion%20a%20la%20creacion%20y%20al%20uso%20sostenido%20de%20una%20cuenta%20en%20facebook%20en%20estudiantes%20un~1.pdf,,thesis_pdf_all/7795.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7793,11-Oct-2019,"Caracterización geológica de los frentes 2 y 4 de la cantera Tacagua y estimación del volumen del macizo rocoso, Municipio Libertador , Distrito Capital","Mejías G., Alexmar del V.",11.5 MB,http://saber.ucv.ve/handle/10872/20157,http://saber.ucv.ve/bitstream/10872/20157/1/T.E.G%20ALEXMAR%20MEJ%c3%8dAS%202019.pdf,,thesis_pdf_all/7793.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica"
7791,11-Oct-2019,Bulling o acoso escolar: Una visión de la violencia en los liceos públicos de Caracas.,"Useche, Eliana; Terras, Eucaris",4.72 MB,http://saber.ucv.ve/handle/10872/20155,http://saber.ucv.ve/bitstream/10872/20155/1/Bullying%20o%20acoso%20escolar.Vision%20de%20los%20liceos%20de%20caracas.pdf,,thesis_pdf_all/7791.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7790,11-Oct-2019,"Estudio de la deformación de rocas adyacentes a la terminación sur de la falla de Bucaramanga y parte central de la falla de Ibagué Colombia, mediante análisis petrológicos y difracción de rayos X","Barrile B., Victor J.; Cortéz G., Yedinet G.",11 MB,http://saber.ucv.ve/handle/10872/20154,http://saber.ucv.ve/bitstream/10872/20154/1/Tesis%20Barrile%20%26%20Cortez.pdf,,thesis_pdf_all/7790.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica"
7789,11-Oct-2019,Macrocontingencias moduladoras de aprendizaje en un grupo juvenil.,"González, David",435.38 kB,http://saber.ucv.ve/handle/10872/20153,http://saber.ucv.ve/bitstream/10872/20153/1/Macrocontingencias%20moduladoras%20de%20aprendizaje%20en%20un%20grupo%20juvenil.pdf,,thesis_pdf_all/7789.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7788,11-Oct-2019,"Actualización geológica-cartográfica de la hoja 6448 al sur-este de Falcón Oriental, mediante el uso de sensores remotos","Romero R., Ezequiel D.",37.18 MB,http://saber.ucv.ve/handle/10872/20152,http://saber.ucv.ve/bitstream/10872/20152/1/T.E.G.%20Ezequiel%20Romero.pdf,,thesis_pdf_all/7788.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica"
7786,11-Oct-2019,"La dimensión subjetiva de la pertenencia a las tribus urbanas emo, tuki y skate.","Camacaro, Luisaelena",375.95 kB,http://saber.ucv.ve/handle/10872/20150,http://saber.ucv.ve/bitstream/10872/20150/1/TESIS%28LUISELENA_CAMACARO%29.pdf,,thesis_pdf_all/7786.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7783,9-Oct-2019,Efectos de la probabilidad de presentación de la señal de demora del reforzamiento sobre la tasa de respuesta en palomas.,"Fariñas, Manuel",1.57 MB,http://saber.ucv.ve/handle/10872/20147,http://saber.ucv.ve/bitstream/10872/20147/1/Probabilidad%20de%20presentaci%c3%b3n%20de%20la%20Se%c3%b1al%20MANUEL%20FARI%c3%91AS%202010.pdf,,thesis_pdf_all/7783.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7780,9-Oct-2019,Adaptación del inventario de hábitos de estudio de C.G. Wrenn.,"Angulo, Orlando; Rodríguez, Bárbara",990.69 kB,http://saber.ucv.ve/handle/10872/20144,http://saber.ucv.ve/bitstream/10872/20144/1/Adaptacion%20del%20IHE-W.pdf,,thesis_pdf_all/7780.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7779,9-Oct-2019,Programa de arteterapia para la autoestima de estudiantes universitarios.,"Rivera, David; Rodríguez, Joanna",3.58 MB,http://saber.ucv.ve/handle/10872/20143,http://saber.ucv.ve/bitstream/10872/20143/1/Tesis%20David%20Rivera%20y%20Joanna%20Rodr%c3%adguez.pdf,,thesis_pdf_all/7779.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7778,9-Oct-2019,Calidad y satisfacción con la vida en mujeres embarazadas primerizas.,"Fernández, Jesiree; Flores, Victoria",2.06 MB,http://saber.ucv.ve/handle/10872/20142,http://saber.ucv.ve/bitstream/10872/20142/1/tesiscompleta%208.12.14.pdf,,thesis_pdf_all/7778.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7812,17-Oct-2019,Caracterización de la experiencia de los operadores de trenes del Metro de Caracas ante los eventos de arrollamiento.,"Braz, Mariana",3.13 MB,http://saber.ucv.ve/handle/10872/20199,http://saber.ucv.ve/bitstream/10872/20199/1/CLIN19-1TEGBraz%2cM..pdf,,thesis_pdf_all/7812.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7813,17-Oct-2019,Relaciones de pareja y sus significaciones en mujeres con una relación previa de violencia.,"Martínez, Elssy",929.06 kB,http://saber.ucv.ve/handle/10872/20201,http://saber.ucv.ve/bitstream/10872/20201/1/Tesis.pdf,,thesis_pdf_all/7813.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7814,17-Oct-2019,Diseño de propuesta para implementación de un sistema SCADA en planta procesadora de cacao,"Mendiola A., David F.",3.9 MB,http://saber.ucv.ve/handle/10872/20203,http://saber.ucv.ve/bitstream/10872/20203/1/TEG%20-%20David%20Mendiola%20-%202016.pdf,,thesis_pdf_all/7814.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
7829,20-Oct-2019,Significados de los nombres y movimientos de las figuras de salsa casino en los bailarines de las diferentes academias de salsa.,"Moreno, Yessika; Romero, Yeimi",1.56 MB,http://saber.ucv.ve/handle/10872/20218,http://saber.ucv.ve/bitstream/10872/20218/1/T.F.G.%20Significados%20de%20la%20Salsa%20Casino.%20Moreno%20y%20Romero%202019.pdf,,thesis_pdf_all/7829.pdf,True,True,False,escuela de psicologia,Escuela de Psicología
7841,30-Oct-2019,Estimación de la tasa óptima de producción en pozos de crudo extrapesado del campo Morichal Faja Petrolífera del Orinoco,"Flores D., Jennifer",6.05 MB,http://saber.ucv.ve/handle/10872/20232,http://saber.ucv.ve/bitstream/10872/20232/1/T.E.G.pdf,,thesis_pdf_all/7841.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo
7839,30-Oct-2019,"Selección de proceso de tratamiento del gas de venteo en FPO para obtener alimentación óptima requerida por tecnología modular""LPG-SEP"" para producción de GLP","Bello H., Jesús A.",4.69 MB,http://saber.ucv.ve/handle/10872/20230,http://saber.ucv.ve/bitstream/10872/20230/1/TEG%20JESUS%20BELLO%20DEFINITIVA%20CD.pdf,,thesis_pdf_all/7839.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo
7838,30-Oct-2019,Diseño de una válvula para la optimización del sistema de levantamiento artificial por gas en el yacimiento B-2-X 70/80 del campo Lagunillas- Lago ubicado en el Lago de Maracaibo,"Zerpa R., Omarly G.",8.28 MB,http://saber.ucv.ve/handle/10872/20229,http://saber.ucv.ve/bitstream/10872/20229/1/TRABAJO%20ESPECIAL%20DE%20GRADO%20FINAL.pdf,,thesis_pdf_all/7838.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo
7837,30-Oct-2019,Correlación para viscosidad de crudo muerto para las EEMM Petrojunín-Petroindependencia-Petromanagas ubicadas en la Faja Petrolífera del Orinoco,"Sánchez C., Johana",1.94 MB,http://saber.ucv.ve/handle/10872/20228,http://saber.ucv.ve/bitstream/10872/20228/1/teg%20johana%20s.pdf,,thesis_pdf_all/7837.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo
7836,24-Oct-2019,Estudio de factibilidad y diseño de Ingeniería  para la migración de los anillos 6 y 7 Alcatel  de la región los Andes,Quispe Z. Juan S.,5.28 MB,http://saber.ucv.ve/handle/10872/20226,http://saber.ucv.ve/bitstream/10872/20226/1/Trabajo%20Especial%20de%20Grado%20Juan%20Quispe.pdf,,thesis_pdf_all/7836.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica
7835,24-Oct-2019,Análisis de las pruebas a realizar en transformadores de potencia,"Useche M., Omar E.",2.87 MB,http://saber.ucv.ve/handle/10872/20225,http://saber.ucv.ve/bitstream/10872/20225/1/Trabajo%20Especial%20de%20Grado%20-%20Omar%20Useche.pdf,,thesis_pdf_all/7835.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo
